27.132778,71.811714
31.55393,83.870895
26.516846,73.38278
24.281675,58.736603
32.983547,82.31562
25.029814,70.47834
25.410263,79.93689
23.320812,59.00473
25.476336,88.84052
24.889185,79.6733
21.647947,52.922466
23.259224,67.631836
24.343256,64.51805
16.838451,54.31636
19.255322,62.009567
19.40644,72.43155
31.48933,97.3814
25.81684,81.77304
25.650951,79.319466
18.431097,68.843285
21.601551,63.59233
15.577358,66.97329
26.601551,52.52541
25.343256,63.63561
25.26351,64.97832
19.487633,73.53561
28.85762,69.867722
26.64525,81.545612
27.203473,89.66213
29.66452,71.885712
24.64523,73.990123
19.36456,55.86162
25.45263,57.775261
29.94827,81.51523
21.52739,59.166263
24.283646,77.64712
23.27364,72.747123
25.283646,62.71723
24.12737,82.88123
24.299475,73.647234
29.598039,76.817234
25.14256,64.51723
24.867382,79.01923
25.958822,86.030647
27.598572,66.631522
24.958726,72.918234
29.662534,72.718234
26.283782,89.56634
25.746273,69.18283
28.746634,78.656512
